0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2021-09-21 10:00:00+05:30,132.7,132.7,131.3,131.45,2126171,58566.03,58400.57,1030904.65,-0.9419743782969104,1.3999999999999773,1.25,0.14999999999997726,1.3999999999999773,-9.677419354839182,1.1174999999999984,132.075,-0.28251872288423696,2,TATAPOWER
2021-09-23 10:00:00+05:30,143.3,144.85,142.75,143.8,6771945,59445.96,59535.81,1391909.25,0.3489183531053733,2.0999999999999943,1.049999999999983,1.0500000000000114,2.0999999999999943,-42.46575342465778,0.9149999999999976,143.55,0.1511456792017465,1,TATAPOWER
2021-10-19 10:00:00+05:30,249.45,249.7,234.5,243.45,31173311,62081.69,61758.23,10614467.15,-2.4052916416115453,15.199999999999989,6.25,8.949999999999989,15.199999999999989,97.4025974025968,4.695,246.45,-0.5210231873520181,2,TATAPOWER
2021-10-19 10:15:00+05:30,243.45,248.75,239.35,247.5,16475906,61759.53,61929.54,10868921.15,1.6635859519408551,9.400000000000006,1.25,8.150000000000006,9.400000000000006,-38.15789473684202,4.965000000000002,245.475,0.27527735395655056,1,TATAPOWER
2021-10-21 09:15:00+05:30,234.0,234.25,228.5,228.6,14492049,61557.94,61313.6,5685522.8,-2.3076923076923097,5.75,5.650000000000006,0.09999999999999433,5.75,125.49019607843289,3.1975,231.3,-0.3969268627247822,2,TATAPOWER
2021-10-28 09:30:00+05:30,221.8,221.8,217.6,218.85,6760657,60895.31,60725.87,2805980.0,-1.330027051397663,4.200000000000017,2.9500000000000175,1.25,4.200000000000017,-12.499999999999849,1.7050000000000023,220.325,-0.2782480292817215,2,TATAPOWER
2021-09-07 10:00:00+05:30,1442.7,1442.7,1431.0,1437.15,545740,58214.44,58081.52,331569.8,-0.3846953628612986,11.700000000000045,5.5499999999999545,6.150000000000091,11.700000000000045,56.00000000000061,7.822500000000025,1439.9250000000004,-0.22832822921599094,2,TATASTEEL
2021-09-14 09:15:00+05:30,1476.0,1476.0,1464.25,1467.6,919786,58482.62,58394.18,237887.5,-0.5691056910569168,11.75,8.400000000000091,3.3499999999999086,11.75,35.05747126436711,5.4775000000000205,1471.8,-0.1512244150484406,2,TATASTEEL
2021-09-22 09:15:00+05:30,1299.4,1304.9,1285.9,1288.4,1630207,59166.15,58973.59,816026.15,-0.8465445590272433,19.0,16.5,2.5,19.0,255.14018691589385,10.929999999999984,1293.9,-0.3254563631400809,2,TATASTEEL
2021-10-19 10:00:00+05:30,1410.0,1411.9,1380.9,1394.0,1370681,62081.69,61758.23,395374.75,-1.1347517730496457,31.0,17.90000000000009,13.099999999999907,31.0,185.7142857142881,9.460000000000012,1402.0,-0.5210231873520181,2,TATASTEEL
2021-10-21 13:15:00+05:30,1312.0,1312.45,1293.0,1293.3,722120,60805.79,60702.67,309501.95,-1.425304878048784,19.45000000000005,19.15000000000009,0.2999999999999545,19.45000000000005,31.41891891891963,9.57750000000001,1302.65,-0.1695891131420258,2,TATASTEEL
2021-10-25 10:30:00+05:30,1286.2,1312.75,1285.05,1307.75,575079,60596.14,60823.92,333529.85,1.6754781526978662,27.70000000000005,5.0,22.70000000000005,27.70000000000005,177.00000000000043,11.300000000000036,1296.975,0.3758985308305097,1,TATASTEEL
2021-09-07 09:15:00+05:30,3864.0,3869.9,3836.0,3843.0,208466,58418.69,58229.33,73666.8,-0.5434782608695652,33.90000000000009,26.90000000000009,7.0,33.90000000000009,130.61224489796265,11.739999999999982,3853.5,-0.3241428385333539,2,TCS
2021-09-28 13:00:00+05:30,3779.7,3788.05,3758.6,3763.0,142600,59341.08,59190.68,90750.95,-0.4418340079900473,29.450000000000273,25.050000000000185,4.400000000000091,29.450000000000273,127.41312741313273,16.720000000000027,3771.35,-0.2534500551725743,2,TCS
2021-09-30 09:15:00+05:30,3805.0,3805.0,3765.2,3778.55,176909,59549.57,59249.71,83193.15,-0.6951379763469071,39.80000000000018,26.449999999999815,13.350000000000366,39.80000000000018,217.1314741035825,14.270000000000005,3791.775,-0.5035468769967619,2,TCS
2021-09-21 09:45:00+05:30,1436.55,1438.3,1422.95,1423.1,135750,58700.35,58567.22,71636.15,-0.9362709268734152,15.349999999999907,15.200000000000045,0.14999999999986358,15.349999999999907,16.287878787877702,7.302499999999997,1429.8249999999996,-0.2267959220004606,2,TECHM
2021-09-13 09:15:00+05:30,2037.0,2037.8,2021.15,2024.95,85503,58262.11,58082.92,28133.5,-0.5915562101129088,16.649999999999864,12.849999999999907,3.7999999999999545,16.649999999999864,125.00000000000229,7.142499999999938,2030.975,-0.3075583771339595,2,TITAN
2021-09-30 12:30:00+05:30,2175.2,2175.5,2158.5,2164.0,94855,59478.4,59270.65,60056.7,-0.5148951820522167,17.0,11.5,5.5,17.0,142.85714285714286,11.194999999999983,2169.6,-0.34928646365739496,2,TITAN
2021-10-18 10:00:00+05:30,2650.0,2677.6,2640.05,2670.5,250580,61660.22,61782.97,87857.95,0.7735849056603773,37.54999999999973,7.099999999999909,30.449999999999815,37.54999999999973,3.8727524204692463,15.452499999999965,2660.25,0.19907486544809605,1,TITAN
2021-10-19 10:00:00+05:30,2555.25,2562.0,2535.0,2542.05,179417,62081.69,61758.23,87527.55,-0.5165835045494499,27.0,19.949999999999818,7.050000000000183,27.0,71.97452229299064,16.557499999999962,2548.65,-0.5210231873520181,2,TITAN
2021-10-19 10:15:00+05:30,2542.05,2553.45,2536.5,2552.3,167658,61759.53,61929.54,92341.6,0.4032178753368344,16.949999999999818,1.1499999999996362,15.800000000000182,16.949999999999818,-37.222222222222904,16.909999999999947,2547.175,0.27527735395655056,1,TITAN
2021-10-21 09:30:00+05:30,2414.0,2416.0,2383.2,2391.2,248554,61315.69,61220.06,122313.75,-0.9444904722452436,32.80000000000018,24.800000000000185,8.0,32.80000000000018,-14.583333333333064,16.63499999999999,2402.6,-0.15596334315083898,2,TITAN
2021-10-29 09:15:00+05:30,2400.0,2400.0,2347.75,2374.6,250533,59857.33,59416.64,84641.9,-1.0583333333333371,52.25,25.40000000000009,26.84999999999991,52.25,65.34810126582326,14.014999999999919,2387.3,-0.7362339750202729,2,TITAN
2021-09-08 09:15:00+05:30,3104.0,3111.0,3068.4,3088.95,8956,58350.56,58217.91,4035.35,-0.4848582474226862,42.5999999999999,22.050000000000185,20.549999999999727,42.5999999999999,227.69230769230697,12.32750000000001,3096.475,-0.22733286535723765,2,TORNTPHARM
2021-09-28 11:15:00+05:30,3071.0,3083.0,3068.15,3082.45,7801,59813.28,59904.27,4009.05,0.3728427222403067,14.849999999999907,0.5500000000001819,14.299999999999725,14.849999999999907,-21.84210526315837,10.322499999999923,3076.725,0.15212340804583524,1,TORNTPHARM
2021-09-08 13:15:00+05:30,480.0,485.2,479.5,484.5,92890,57949.96,58061.94,37947.45,0.9375,5.699999999999988,0.6999999999999886,5.0,5.699999999999988,245.45454545454956,2.6724999999999968,482.25,0.1932356812670849,1,TORNTPOWER
2021-10-19 10:00:00+05:30,519.45,519.6,510.0,515.0,159828,62081.69,61758.23,41975.55,-0.8566753296756271,9.600000000000025,4.600000000000024,5.0,9.600000000000025,62.71186440678067,3.327500000000009,517.225,-0.5210231873520181,2,TORNTPOWER
2021-10-19 10:15:00+05:30,515.5,520.2,513.9,519.1,69443,61759.53,61929.54,44325.8,0.6983511154219249,6.300000000000068,1.1000000000000227,5.2000000000000455,6.300000000000068,-34.374999999999446,3.537500000000011,517.3,0.27527735395655056,1,TORNTPOWER
2021-08-27 09:15:00+05:30,510.6,511.65,507.3,507.8,86453,55862.93,55738.45,46613.85,-0.5483744614179419,4.349999999999966,3.849999999999966,0.5,4.349999999999966,27.941176470588086,1.9574999999999958,509.2000000000001,-0.22283113327568604,2,TVSMOTOR
2021-08-31 09:30:00+05:30,524.55,524.75,518.25,520.4,569562,57048.33,56892.15,153291.5,-0.7911543227528316,6.5,4.350000000000024,2.1499999999999773,6.5,-51.851851851851855,2.6599999999999846,522.4749999999998,-0.2737678736608071,2,TVSMOTOR
2021-09-23 12:00:00+05:30,538.35,542.25,538.0,541.5,77902,59584.2,59677.4,35712.4,0.5851212036779005,4.25,0.75,3.5,4.25,129.72972972972693,1.95,539.925,0.156417305258784,1,TVSMOTOR
2021-10-19 10:00:00+05:30,591.55,591.55,577.55,583.9,230100,62081.69,61758.23,110888.05,-1.2932127461752985,14.0,7.649999999999977,6.350000000000023,14.0,263.63636363636147,4.2,587.7249999999998,-0.5210231873520181,2,TVSMOTOR
2021-10-21 09:15:00+05:30,582.9,583.8,577.0,578.3,122202,61557.94,61313.6,35240.8,-0.7891576599759861,6.7999999999999545,5.5,1.2999999999999543,6.7999999999999545,353.3333333333303,3.6199999999999934,580.5999999999998,-0.3969268627247822,2,TVSMOTOR
2021-09-21 11:30:00+05:30,1588.0,1602.3,1584.45,1597.85,53005,58308.93,58420.72,25084.0,0.6202770780856366,17.84999999999991,4.4500000000000455,13.399999999999864,17.84999999999991,78.49999999999909,12.347500000000002,1592.925,0.1917202047782404,1,UBL
2021-10-21 13:00:00+05:30,1662.25,1663.55,1651.5,1654.1,29060,60901.19,60805.79,9493.15,-0.4902992931267914,12.049999999999955,9.450000000000044,2.599999999999909,12.049999999999955,193.9024390243794,9.05500000000003,1658.175,-0.15664718538340786,2,UBL
2021-09-21 12:00:00+05:30,723.95,727.55,721.35,721.6,588318,58504.69,58401.37,210842.95,-0.3246080530423403,6.199999999999932,5.949999999999932,0.25,6.199999999999932,15.887850467287953,5.702500000000014,722.7750000000002,-0.17660122632903394,2,UPL
2021-09-08 10:15:00+05:30,299.0,301.2,298.9,301.1,1079720,58198.02,58298.48,692313.85,0.7023411371237533,2.300000000000012,0.0999999999999659,2.200000000000045,2.300000000000012,24.32432432432341,1.8699999999999959,300.05,0.1726175564048509,1,VEDL
2021-09-09 10:30:00+05:30,301.25,304.65,301.15,303.55,1278361,58209.42,58304.38,409377.8,0.763485477178427,3.5,1.099999999999966,2.400000000000034,3.5,483.33333333331115,1.3424999999999954,302.4,0.16313510768531814,1,VEDL
2021-09-14 09:15:00+05:30,309.25,309.25,307.0,307.55,782366,58482.62,58394.18,407919.75,-0.5497170573969243,2.25,1.6999999999999886,0.5500000000000114,2.25,95.65217391304735,1.1425000000000012,308.4,-0.1512244150484406,2,VEDL
2021-09-30 09:15:00+05:30,292.95,293.5,290.75,291.15,743431,59549.57,59249.71,314687.8,-0.6144393241167474,2.75,2.3500000000000227,0.3999999999999773,2.75,450.0,1.5674999999999983,292.0499999999999,-0.5035468769967619,2,VEDL
2021-10-20 09:15:00+05:30,363.8,364.0,348.55,357.2,3680820,61800.07,61644.41,1096322.35,-1.8141836173721888,15.449999999999989,6.800000000000012,8.649999999999977,15.449999999999989,296.1538461538482,4.537499999999997,360.5,-0.25187673735644023,2,VEDL
2021-10-25 10:30:00+05:30,324.7,331.65,323.5,331.35,1625723,60596.14,60823.92,1010237.35,2.0480443486295146,8.149999999999977,0.2999999999999545,7.850000000000023,8.149999999999977,111.68831168830984,4.204999999999998,328.025,0.3758985308305097,1,VEDL
2021-09-08 10:15:00+05:30,1198.45,1215.0,1198.05,1211.95,453022,58198.02,58298.48,274647.25,1.1264550043806585,16.950000000000045,3.0499999999999545,13.900000000000093,16.950000000000045,72.08121827410973,10.567500000000043,1205.2,0.1726175564048509,1,VOLTAS
2021-09-28 12:15:00+05:30,1196.4,1197.2,1189.55,1190.4,61607,59601.42,59466.17,29629.35,-0.5015045135406219,7.650000000000091,6.7999999999999545,0.8500000000001364,7.650000000000091,26.446280991737996,5.1450000000000164,1193.4,-0.2269241236198735,2,VOLTAS
2021-09-29 13:00:00+05:30,1209.0,1223.6,1209.0,1219.0,77875,59276.65,59374.74,38286.85,0.8271298593879239,14.599999999999907,4.599999999999909,10.0,14.599999999999907,139.34426229508406,5.575,1214.0,0.16547831228653526,1,VOLTAS
2021-10-01 09:15:00+05:30,1217.75,1220.6,1199.95,1205.25,127550,58889.77,58727.85,76384.15,-1.0264832683227263,20.649999999999864,15.349999999999907,5.2999999999999545,20.649999999999864,72.80334728033294,7.125000000000012,1211.5,-0.27495437662602223,2,VOLTAS
2021-10-20 09:15:00+05:30,1300.0,1301.9,1280.5,1286.9,53357,61800.07,61644.41,19407.15,-1.0076923076923008,21.40000000000009,15.0,6.400000000000091,21.40000000000009,51.7730496453917,7.7425000000000175,1293.45,-0.25187673735644023,2,VOLTAS
2021-10-22 09:45:00+05:30,1177.0,1178.2,1169.95,1171.95,219076,61403.76,61247.22,78081.7,-0.4290569243840233,8.25,6.25,2.0,8.25,10.0,7.940000000000022,1174.475,-0.2549355283780681,2,VOLTAS
